Age,Workclass,Education,Marital Status,Occupation,Race,Sex,Hours/Week,Native Country,Yearly Income
34,Private,Some-college,Never-married,Prof-specialty,White,Male,50,United-States,>50K
32,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,60,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,Japan,>50K
65,Private,Masters,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
40,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,White,Male,70,Iran,>50K
42,Private,10th,Never-married,Transport-moving,White,Male,40,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,60,United-States,>50K
24,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,45,United-States,>50K
39,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Female,50,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Sales,Black,Male,90,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,35,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
32,Private,Assoc-voc,Divorced,Sales,White,Male,50,United-States,>50K
36,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Male,60,United-States,>50K
51,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
49,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,60,United-States,>50K
41,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
48,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
30,Private,Some-college,Never-married,Craft-repair,White,Male,40,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
40,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Male,36,United-States,>50K
61,Private,Prof-school,Married-civ-spouse,Transport-moving,White,Male,5,United-States,>50K
58,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
53,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Black,Male,40,United-States,>50K
37,Private,Masters,Divorced,Exec-managerial,White,Male,60,United-States,>50K
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
53,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,35,United-States,>50K
28,Self-emp-inc,11th,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
32,Private,11th,Divorced,Sales,White,Male,43,United-States,>50K
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
37,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,80,United-States,>50K
64,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
30,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,65,United-States,>50K
37,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
59,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,England,>50K
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,58,United-States,>50K
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
40,Private,10th,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
48,Private,Masters,Divorced,Exec-managerial,White,Female,40,United-States,>50K
49,Private,10th,Married-civ-spouse,Transport-moving,Black,Male,42,United-States,>50K
41,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
44,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
26,Private,HS-grad,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
39,Private,HS-grad,Divorced,Adm-clerical,White,Male,40,United-States,>50K
40,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
33,Private,HS-grad,Never-married,Prof-specialty,White,Male,60,United-States,>50K
57,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,40,United-States,>50K
36,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Female,30,United-States,>50K
45,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,36,England,>50K
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
60,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,70,United-States,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
61,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
52,Private,Bachelors,Married-civ-spouse,Sales,White,Female,60,United-States,>50K
40,State-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
57,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
34,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
48,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
65,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
71,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,20,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,Italy,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
44,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
47,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,40,Italy,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
44,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
53,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,40,United-States,>50K
56,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,48,United-States,>50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,45,China,>50K
35,Private,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
38,Private,Bachelors,Divorced,Sales,White,Male,48,United-States,>50K
40,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
49,Private,Masters,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,>50K
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Black,Male,45,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,>50K
46,Private,Masters,Divorced,Exec-managerial,White,Female,50,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,20,United-States,>50K
26,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
50,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
51,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Other-service,Black,Female,40,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
42,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,White,Female,45,United-States,>50K
35,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,35,United-States,>50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
38,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,United-States,>50K
35,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,56,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
43,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,50,United-States,>50K
51,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,84,United-States,>50K
51,Private,Bachelors,Divorced,Exec-managerial,White,Male,40,United-States,>50K
22,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,White,Female,40,Dominican-Republic,>50K
32,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,45,United-States,>50K
47,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Female,35,United-States,>50K
61,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
38,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Asian-Pac-Islander,Male,54,United-States,>50K
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,>50K
63,Private,Some-college,Married-civ-spouse,Sales,Black,Male,40,United-States,>50K
44,Private,Some-college,Separated,Exec-managerial,White,Male,45,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,40,Italy,>50K
55,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,99,United-States,>50K
34,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
42,Local-gov,Bachelors,Separated,Exec-managerial,White,Male,45,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
38,Private,Masters,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,>50K
44,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,18,United-States,>50K
30,Private,Bachelors,Never-married,Exec-managerial,White,Male,55,United-States,>50K
25,Private,HS-grad,Married-civ-spouse,Tech-support,White,Female,48,United-States,>50K
50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,Canada,>50K
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
50,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,50,South,>50K
26,Private,Masters,Never-married,Prof-specialty,White,Male,40,United-States,>50K
40,Private,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,40,Cambodia,>50K
48,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,White,Male,50,United-States,>50K
49,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
60,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
47,Private,Some-college,Never-married,Sales,White,Male,70,United-States,>50K
30,Private,Bachelors,Never-married,Exec-managerial,White,Female,45,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
72,Private,9th,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,48,United-States,>50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,Cuba,>50K
47,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,>50K
63,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,White,Female,10,United-States,>50K
36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,42,United-States,>50K
53,Private,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
37,State-gov,Assoc-voc,Never-married,Prof-specialty,White,Male,40,United-States,>50K
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,30,United-States,>50K
51,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
51,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,White,Male,38,United-States,>50K
31,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,44,United-States,>50K
42,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Sales,White,Male,47,United-States,>50K
49,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
47,State-gov,Bachelors,Divorced,Exec-managerial,White,Female,40,United-States,>50K
43,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,55,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
66,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Protective-serv,White,Male,60,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,35,United-States,>50K
44,Local-gov,HS-grad,Married-civ-spouse,Other-service,Black,Female,38,Jamaica,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
44,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
33,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
57,Self-emp-inc,Masters,Married-civ-spouse,Sales,White,Male,65,United-States,>50K
47,Self-emp-not-inc,5th-6th,Married-civ-spouse,Sales,White,Male,55,Italy,>50K
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
